902,9
885,4
754,2
609,8
602,3
599,4
507,4
486,4
483,4
470,4
438,4
437,6
414,4
414,4
411,4
388,3
386,6
384,4
377,4
369,4
360,2
360,4
346,2
346,2
345,4
344,2
341,4
340,2
338,4
331,1
320,2
317,4
315,2
315,4
308,1
305,2
304,2
299,3
277,2
276,3
265,2
257,2
248,2
248,2
247,2
221,1
221,1
218,2
209,1
207,2
205,2
200,1
200,1
200,1
198,1
192,1
192,1
189,1
186,1
185,1
184,1
184,1
179,1
178,1
170,1
169,1
169,1
168,1
168,1
161,1
160,1
156,2
150,1
149,1
146,1
146,1
146,1
146,1
143,1
142,4
139,1
138,1
137,1
137,1
135,1
134,1
127,1
126,1
125,1
123,1
123,1
123,1
123,1
120,1
117,1
115,1
114,1
112,3
107,2
107,1
